dstport,protocol,tag
33079,udp,sv_P20
31628,udp,sv_P5
9321,icmp,sv_P9
36766,icmp,sv_P17
52251,tcp,sv_P17
15861,icmp,sv_P15
43026,udp,sv_P8
24123,icmp,sv_P11
8215,tcp,sv_P7
44354,icmp,sv_P18
60115,tcp,sv_P2
56377,udp,sv_P2
63320,icmp,sv_P19
30431,icmp,sv_P7
45014,udp,sv_P17
19020,tcp,web
75,udp,sv_P13
36694,udp,sv_P9
46622,udp,sv_P12
35481,udp,sv_P17
37894,tcp,sv_P17
43469,icmp,email
29217,tcp,sv_P10
31012,udp,sv_P4
4902,udp,sv_P15
5191,udp,sv_P9
33667,tcp,sv_P2
14064,tcp,sv_P1
16081,udp,sv_P19
23870,tcp,sv_P7
63322,icmp,sv_P3
53466,icmp,service
21282,icmp,sv_P10
63626,tcp,sv_P3
52411,icmp,sv_P1
11226,icmp,sv_P17
59247,icmp,email
57310,icmp,sv_P18
16723,tcp,sv_P9
39637,udp,sv_P17
20910,icmp,sv_P8
53257,tcp,sv_P15
22386,udp,sv_P18
36060,udp,sv_P17
15506,tcp,sv_P5
22846,udp,sv_P5
60919,icmp,web
32084,icmp,sv_P14
42864,icmp,email
33363,udp,sv_P11
2390,tcp,sv_P14
41912,udp,service
26530,udp,sv_P4
64051,tcp,sv_P10
49529,udp,sv_P9
44916,icmp,sv_P9
36909,tcp,sv_P13
25075,icmp,sv_P17
44915,icmp,sv_P19
16367,icmp,sv_P17
37561,udp,sv_P6
5662,icmp,sv_P5
38305,tcp,sv_P13
38227,icmp,sv_P19
62496,tcp,sv_P4
3857,udp,email
30539,udp,sv_P11
13188,icmp,sv_P9
23219,udp,service
32071,icmp,sv_P3
27776,tcp,web
29559,tcp,sv_P6
29383,tcp,sv_P20
12598,udp,sv_P10
56344,udp,sv_P4
7730,tcp,sv_P15
64494,icmp,sv_P20
60551,tcp,sv_P17
61473,udp,sv_P6
4085,udp,sv_P2
38402,udp,sv_P17
6766,udp,sv_P10
11638,icmp,sv_P12
28877,tcp,sv_P9
966,icmp,sv_P4
55961,udp,sv_P19
27213,udp,sv_P18
59587,icmp,sv_P2
14383,tcp,email
13569,icmp,sv_P12
14972,tcp,sv_P16
38548,icmp,sv_P2
11669,icmp,sv_P7
46953,tcp,web
53903,udp,sv_P5
22945,icmp,sv_P13
30652,udp,sv_P4
15935,tcp,sv_P7
44924,icmp,web
46288,tcp,sv_P18
4244,tcp,sv_P5
35044,tcp,sv_P10
3705,tcp,sv_P1
10745,tcp,service
36446,tcp,email
47277,icmp,sv_P3
63373,tcp,sv_P17
55527,tcp,sv_P12
53302,icmp,sv_P14
64227,udp,sv_P6
20243,udp,sv_P7
22249,icmp,service
31217,udp,email
12174,icmp,sv_P12
32398,icmp,web
38199,icmp,service
29959,icmp,sv_P15
23270,icmp,sv_P16
27899,tcp,sv_P11
3987,icmp,sv_P9
46715,tcp,sv_P18
63327,tcp,sv_P2
17275,icmp,sv_P10
35922,udp,sv_P18
57493,udp,sv_P9
63714,icmp,sv_P14
59496,tcp,service
11252,icmp,service
52686,udp,sv_P15
38689,icmp,sv_P13
13465,udp,sv_P19
8713,tcp,sv_P19
13342,icmp,sv_P9
49188,tcp,sv_P8
41313,udp,sv_P6
47414,udp,sv_P1
30309,tcp,sv_P19
57224,udp,email
4552,icmp,sv_P10
15218,udp,sv_P2
49792,tcp,sv_P12
60446,udp,email
10772,udp,web
6686,udp,sv_P15
8295,udp,web
25688,udp,sv_P18
26528,icmp,service
18111,udp,sv_P2
18721,udp,sv_P18
18868,tcp,sv_P10
1559,udp,sv_P7
46351,udp,sv_P11
62556,udp,sv_P6
17336,icmp,sv_P13
32349,udp,email
16672,udp,sv_P15
27969,icmp,service
11351,icmp,sv_P6
35163,udp,sv_P6
5192,tcp,sv_P6
34684,tcp,sv_P15
21374,tcp,sv_P15
56342,udp,sv_P14
31623,tcp,sv_P6
61583,tcp,sv_P15
37838,icmp,sv_P16
39065,icmp,web
55141,tcp,sv_P3
3867,udp,sv_P10
48399,icmp,sv_P11
12362,tcp,sv_P10
27173,tcp,sv_P15
24227,udp,sv_P15
60404,udp,sv_P5
40470,udp,service
7779,udp,sv_P15
51956,icmp,sv_P5
8198,tcp,sv_P1
1794,udp,sv_P7
19612,tcp,sv_P8
34892,icmp,sv_P1
50658,icmp,sv_P12
21116,tcp,service
33206,icmp,sv_P6
37249,udp,sv_P13
4026,icmp,sv_P2
26374,tcp,sv_P14
6384,icmp,sv_P15
24128,udp,web
35975,icmp,email
25626,tcp,service
28370,tcp,sv_P10
43201,udp,sv_P15
19626,icmp,sv_P12
21980,tcp,sv_P5
250,udp,sv_P11
14495,udp,sv_P5
37186,tcp,sv_P14
40266,tcp,sv_P11
37151,icmp,sv_P14
14773,tcp,sv_P13
36650,tcp,sv_P12
21203,icmp,sv_P3
8948,icmp,sv_P7
8199,tcp,sv_P16
49593,tcp,sv_P14
12297,tcp,sv_P12
30877,tcp,sv_P8
7332,tcp,sv_P9
37286,tcp,sv_P7
22638,tcp,sv_P2
22822,tcp,sv_P12
2399,udp,sv_P8
18308,udp,sv_P11
22079,tcp,sv_P11
57236,icmp,service
26423,tcp,sv_P14
28883,icmp,service
5137,tcp,sv_P13
12509,icmp,web
12552,icmp,sv_P17
9120,udp,sv_P15
11356,tcp,sv_P16
43751,tcp,email
49491,icmp,sv_P14
59321,icmp,sv_P15
55855,icmp,sv_P9
25253,udp,sv_P17
10111,tcp,service
45173,tcp,sv_P10
1933,icmp,sv_P16
35113,tcp,sv_P8
22012,udp,sv_P18
45363,tcp,sv_P20
22565,tcp,sv_P5
6698,udp,sv_P18
31447,icmp,sv_P16
49209,icmp,sv_P19
53532,icmp,sv_P11
46668,udp,sv_P13
32374,tcp,sv_P7
64865,udp,sv_P13
34614,tcp,email
42636,tcp,sv_P17
32788,tcp,sv_P11
49315,udp,sv_P18
61327,icmp,sv_P15
3500,icmp,sv_P19
27058,tcp,sv_P1
39438,icmp,sv_P10
12466,tcp,sv_P17
35204,udp,sv_P19
50901,icmp,sv_P8
63420,tcp,web
64187,icmp,sv_P6
7340,tcp,sv_P9
26413,tcp,sv_P13
36449,icmp,web
8942,udp,sv_P8
27445,udp,email
22846,icmp,sv_P2
35068,tcp,service
57202,icmp,service
16053,icmp,sv_P19
39110,tcp,sv_P16
537,tcp,sv_P20
64612,tcp,sv_P13
28696,tcp,sv_P10
54116,tcp,service
55080,icmp,sv_P12
40980,icmp,sv_P4
46891,udp,sv_P15
12933,tcp,service
54953,tcp,sv_P17
7663,udp,sv_P6
63384,udp,sv_P1
24287,icmp,sv_P13
58762,icmp,sv_P17
56225,icmp,sv_P6
27845,icmp,service
15283,icmp,sv_P9
39130,tcp,sv_P13
59778,icmp,sv_P17
47697,udp,sv_P19
27291,icmp,sv_P6
41546,tcp,sv_P2
49218,tcp,sv_P17
50911,icmp,sv_P8
20106,icmp,sv_P3
36311,udp,sv_P11
10999,udp,sv_P7
7994,udp,sv_P16
3991,tcp,sv_P11
39856,udp,sv_P4
19988,udp,sv_P19
62429,udp,sv_P11
40220,tcp,sv_P5
10887,icmp,web
6956,udp,sv_P5
10313,tcp,sv_P3
49491,icmp,sv_P12
21812,tcp,sv_P19
55510,udp,web
7044,icmp,service
20743,tcp,email
28103,icmp,service
34355,icmp,sv_P2
61278,udp,sv_P1
8596,icmp,sv_P8
61195,icmp,sv_P8
10963,tcp,sv_P4
30275,udp,sv_P4
8642,tcp,email
43811,tcp,sv_P2
16716,udp,sv_P16
25113,tcp,sv_P6
2044,udp,sv_P10
58456,icmp,web
3595,icmp,web
15108,icmp,sv_P2
39060,udp,sv_P3
55969,icmp,email
3355,udp,sv_P2
9480,icmp,sv_P7
20552,tcp,sv_P18
57042,tcp,email
21540,icmp,sv_P1
15554,udp,sv_P18
13822,udp,sv_P15
21566,tcp,sv_P14
36311,icmp,sv_P3
24896,udp,sv_P20
46458,icmp,sv_P8
53139,udp,sv_P9
30079,tcp,sv_P4
62800,tcp,sv_P8
62821,tcp,sv_P17
27854,tcp,sv_P8
23330,udp,email
63912,udp,sv_P4
15272,tcp,service
34286,udp,sv_P11
27325,icmp,sv_P16
37605,udp,sv_P8
1140,udp,sv_P7
37806,udp,sv_P3
11296,icmp,sv_P15
37911,udp,sv_P9
40965,icmp,sv_P9
38176,icmp,sv_P12
57006,icmp,sv_P19
28185,tcp,sv_P11
39078,icmp,sv_P20
13986,udp,sv_P18
11906,icmp,sv_P9
17694,icmp,sv_P11
55493,icmp,sv_P14
18339,tcp,sv_P20
24824,icmp,sv_P7
5020,udp,sv_P11
59576,udp,sv_P19
3669,icmp,sv_P19
50777,icmp,sv_P6
22525,icmp,sv_P15
31551,icmp,sv_P4
62709,udp,sv_P9
53594,icmp,sv_P8
35722,icmp,sv_P8
5503,tcp,sv_P6
53,udp,sv_P5
3789,icmp,sv_P17
6221,tcp,sv_P7
21083,udp,sv_P1
40045,icmp,sv_P13
23993,icmp,sv_P17
40807,udp,sv_P2
25510,icmp,sv_P12
34892,tcp,sv_P9
39519,udp,sv_P2
58616,icmp,sv_P6
53607,tcp,sv_P13
43889,udp,sv_P3
5725,udp,sv_P19
40266,icmp,sv_P10
31038,tcp,service
57898,udp,sv_P14
52150,udp,sv_P6
10571,icmp,sv_P2
19549,tcp,sv_P10
55195,udp,sv_P3
64198,icmp,sv_P7
493,icmp,sv_P16
19103,udp,sv_P8
4252,udp,sv_P6
52368,tcp,sv_P9
38868,icmp,sv_P20
36050,tcp,sv_P8
26015,udp,sv_P1
34996,tcp,sv_P3
26825,icmp,sv_P6
37715,tcp,sv_P20
59717,udp,sv_P13
40083,icmp,sv_P7
37258,tcp,sv_P11
8337,icmp,sv_P19
43122,udp,sv_P2
14514,icmp,sv_P13
54137,tcp,sv_P2
10831,icmp,sv_P10
53843,tcp,sv_P6
9306,tcp,sv_P5
10152,udp,sv_P3
44096,tcp,sv_P10
42037,udp,service
50258,udp,sv_P2
3332,udp,sv_P8
8134,icmp,sv_P16
46769,icmp,sv_P12
11940,udp,sv_P16
28293,icmp,web
63564,tcp,sv_P9
18958,tcp,sv_P1
47201,tcp,sv_P14
43439,icmp,sv_P5
58325,tcp,sv_P20
20531,udp,sv_P15
55586,udp,sv_P2
39964,tcp,email
58217,tcp,sv_P2
5809,icmp,sv_P19
63450,tcp,sv_P20
47135,udp,sv_P9
8525,icmp,sv_P12
62577,icmp,web
35827,tcp,sv_P11
56902,udp,sv_P16
20610,icmp,email
36866,udp,sv_P3
19722,tcp,sv_P14
27360,tcp,sv_P8
17116,tcp,sv_P15
40530,tcp,web
35482,icmp,sv_P3
38443,tcp,sv_P3
18122,udp,sv_P2
45781,icmp,sv_P12
10603,udp,sv_P17
57274,tcp,sv_P8
3064,udp,sv_P7
46427,tcp,sv_P19
40544,icmp,sv_P10
6405,tcp,sv_P16
20820,tcp,sv_P4
31185,tcp,sv_P13
30935,tcp,sv_P10
21790,icmp,email
38461,tcp,sv_P20
10555,udp,sv_P13
20965,icmp,sv_P1
37344,icmp,sv_P10
18488,udp,sv_P11
25407,tcp,service
41738,udp,sv_P1
689,udp,sv_P15
1043,icmp,sv_P15
31937,udp,sv_P1
4700,icmp,sv_P11
36792,udp,sv_P17
33445,icmp,sv_P9
155,icmp,sv_P9
1125,udp,sv_P17
59598,udp,sv_P11
33359,icmp,sv_P11
64107,tcp,sv_P5
51001,udp,sv_P13
39265,tcp,sv_P7
41143,udp,sv_P12
39349,udp,sv_P5
56842,tcp,sv_P11
57452,icmp,web
47095,udp,sv_P19
42312,tcp,service
52483,icmp,sv_P17
10708,udp,service
34449,tcp,sv_P18
25611,icmp,sv_P14
5716,icmp,sv_P18
60488,tcp,sv_P3
10837,udp,sv_P12
23312,icmp,web
43661,icmp,sv_P19
43445,tcp,sv_P1
32976,tcp,web
4409,udp,sv_P14
58295,tcp,sv_P17
55437,udp,sv_P14
1171,tcp,sv_P1
44394,udp,service
3792,icmp,sv_P19
24449,tcp,email
43187,udp,sv_P20
15394,icmp,sv_P3
2473,icmp,sv_P8
44343,icmp,sv_P8
58719,tcp,sv_P13
8920,udp,sv_P19
31774,icmp,sv_P6
13091,icmp,sv_P17
9617,udp,sv_P5
28823,tcp,sv_P2
18886,icmp,sv_P9
42448,udp,sv_P17
22297,tcp,sv_P2
2535,tcp,sv_P17
61794,tcp,sv_P10
2358,tcp,sv_P16
39141,udp,sv_P18
3684,tcp,sv_P17
6024,icmp,sv_P19
52514,tcp,sv_P17
40142,tcp,sv_P7
40625,icmp,sv_P14
43498,udp,sv_P14
2909,udp,sv_P7
64379,tcp,service
24647,icmp,sv_P5
24352,udp,sv_P9
15712,udp,sv_P8
28827,tcp,sv_P18
29024,tcp,sv_P7
31724,tcp,sv_P2
7883,udp,sv_P17
21112,icmp,sv_P8
48227,tcp,sv_P13
6329,icmp,sv_P8
11819,tcp,web
35502,tcp,sv_P9
38461,tcp,sv_P20
495,tcp,sv_P19
11128,icmp,sv_P20
19642,tcp,sv_P19
47376,udp,sv_P4
59417,icmp,sv_P16
5838,tcp,sv_P16
46046,udp,sv_P3
55112,udp,sv_P18
13843,udp,sv_P16
10824,tcp,email
56961,tcp,sv_P14
65196,icmp,sv_P7
49198,udp,sv_P13
32136,icmp,sv_P1
8169,tcp,service
31913,udp,sv_P10
55066,tcp,sv_P6
11615,udp,sv_P19
10596,tcp,sv_P5
53039,icmp,sv_P11
2407,udp,sv_P20
48416,icmp,sv_P3
12524,icmp,sv_P12
15409,icmp,email
12584,udp,sv_P14
18991,udp,sv_P8
34450,icmp,sv_P12
54152,udp,email
60519,udp,sv_P20
24305,udp,sv_P8
11154,icmp,service
42981,udp,sv_P5
28186,icmp,sv_P5
8746,udp,sv_P7
46547,udp,sv_P3
54628,udp,sv_P19
7423,icmp,web
21334,tcp,sv_P15
57372,tcp,sv_P3
2654,icmp,sv_P5
28814,icmp,sv_P17
60657,tcp,sv_P5
1277,icmp,sv_P10
51456,icmp,sv_P6
63557,udp,sv_P20
27848,tcp,service
37092,tcp,sv_P9
9001,udp,sv_P13
40692,icmp,sv_P9
55297,tcp,email
3018,udp,sv_P2
15097,icmp,sv_P20
5441,udp,sv_P12
6198,icmp,sv_P3
24163,icmp,sv_P19
51903,icmp,sv_P17
9689,icmp,sv_P1
6347,udp,sv_P8
3589,tcp,sv_P16
14185,tcp,sv_P7
55280,udp,sv_P15
7521,udp,sv_P13
4701,icmp,sv_P14
32606,udp,sv_P19
6195,tcp,sv_P19
14190,udp,sv_P18
59992,udp,sv_P2
29523,udp,sv_P14
17538,icmp,sv_P15
20144,icmp,sv_P11
41063,icmp,sv_P13
11258,tcp,sv_P9
27403,icmp,sv_P11
51907,icmp,email
55228,icmp,sv_P6
40165,udp,sv_P6
45699,tcp,sv_P12
61563,icmp,sv_P4
27331,tcp,sv_P2
33784,tcp,sv_P3
6799,icmp,sv_P16
43117,tcp,sv_P13
59562,udp,sv_P8
43072,tcp,sv_P6
29777,udp,sv_P5
9399,icmp,sv_P1
22227,udp,sv_P3
21527,udp,sv_P13
42452,tcp,sv_P8
49446,tcp,sv_P4
38521,icmp,sv_P5
50114,icmp,sv_P3
6860,icmp,sv_P9
59408,icmp,sv_P8
59050,icmp,email
62968,udp,sv_P4
55991,tcp,sv_P13
40250,udp,web
48367,icmp,sv_P15
44421,icmp,sv_P19
21956,icmp,sv_P9
22373,tcp,sv_P16
11794,icmp,sv_P11
51684,tcp,sv_P2
13659,icmp,service
63115,tcp,sv_P4
3474,udp,sv_P9
43753,tcp,sv_P9
57373,icmp,sv_P14
46321,tcp,sv_P17
23957,udp,sv_P16
13865,tcp,sv_P18
20114,tcp,sv_P4
26696,udp,sv_P4
14159,tcp,sv_P19
11631,tcp,sv_P20
57593,udp,service
30248,udp,sv_P9
38714,udp,sv_P16
56749,icmp,sv_P11
29228,icmp,service
2730,tcp,sv_P1
811,udp,sv_P6
1767,udp,service
40725,icmp,sv_P6
9699,icmp,sv_P5
45567,icmp,sv_P20
62424,icmp,sv_P10
2511,udp,sv_P2
45219,icmp,sv_P1
22838,udp,sv_P11
36001,udp,sv_P12
10068,tcp,sv_P14
54321,udp,sv_P20
22273,icmp,sv_P16
28472,icmp,sv_P17
31050,udp,web
55244,udp,sv_P7
1646,tcp,sv_P7
16020,icmp,sv_P20
41932,icmp,sv_P8
10141,tcp,sv_P2
1538,tcp,sv_P10
37416,udp,sv_P5
29086,udp,sv_P3
59943,tcp,email
28657,tcp,sv_P9
5727,tcp,sv_P9
57657,udp,sv_P12
33353,udp,sv_P2
24012,udp,sv_P4
37081,udp,sv_P1
54219,udp,web
42465,udp,sv_P14
32012,icmp,sv_P9
27654,udp,sv_P11
8059,tcp,sv_P9
51507,icmp,sv_P18
46006,icmp,sv_P4
16631,icmp,web
16528,tcp,sv_P17
26837,udp,sv_P4
2429,icmp,sv_P11
26404,udp,sv_P1
12069,tcp,sv_P18
13225,udp,sv_P6
32170,udp,sv_P6
43148,udp,sv_P6
21904,icmp,sv_P20
59081,udp,email
25841,icmp,sv_P3
22577,tcp,sv_P6
1211,udp,sv_P16
2240,icmp,sv_P6
41303,icmp,sv_P1
32100,tcp,sv_P2
5214,tcp,sv_P16
30192,icmp,sv_P16
20364,udp,sv_P2
62186,icmp,sv_P10
23382,icmp,sv_P18
33279,tcp,sv_P4
58272,tcp,sv_P12
30529,icmp,sv_P4
36400,tcp,sv_P16
44152,icmp,sv_P10
10532,tcp,sv_P9
22060,icmp,sv_P3
28968,tcp,sv_P18
53643,udp,sv_P12
21309,icmp,sv_P20
19162,icmp,sv_P6
30723,icmp,sv_P4
5149,udp,sv_P14
47175,tcp,sv_P20
27459,icmp,sv_P9
7795,icmp,sv_P19
64629,icmp,sv_P12
33186,tcp,sv_P7
47449,icmp,sv_P6
31455,udp,sv_P6
43258,tcp,sv_P20
54310,tcp,sv_P13
8079,udp,sv_P15
14088,tcp,sv_P2
14395,tcp,web
24663,icmp,email
44522,udp,sv_P14
21118,icmp,sv_P12
22272,tcp,sv_P7
53437,tcp,sv_P15
31578,tcp,email
1750,udp,sv_P17
50619,tcp,sv_P8
10948,icmp,sv_P14
9314,icmp,sv_P13
9012,tcp,sv_P18
35755,tcp,sv_P8
31619,tcp,sv_P18
9987,icmp,email
18129,icmp,sv_P4
4467,udp,sv_P8
26826,udp,sv_P11
35593,udp,sv_P18
19867,tcp,sv_P19
44734,tcp,sv_P1
40880,udp,sv_P19
26655,udp,sv_P2
45889,icmp,sv_P20
9874,tcp,sv_P16
8154,udp,sv_P12
57218,udp,sv_P10
54600,tcp,sv_P17
27128,udp,sv_P13
57869,tcp,sv_P3
10081,udp,service
4755,icmp,sv_P2
23263,udp,sv_P20
42617,tcp,sv_P11
44088,tcp,sv_P1
58601,tcp,sv_P20
1602,tcp,sv_P10
44619,tcp,sv_P17
35204,udp,sv_P10
48088,tcp,sv_P3
35313,icmp,sv_P13
7329,tcp,sv_P17
41218,icmp,sv_P15
59741,udp,sv_P18
4005,udp,sv_P13
48855,icmp,sv_P16
2590,udp,sv_P20
58284,tcp,sv_P10
48531,tcp,sv_P11
48081,udp,sv_P12
23968,icmp,email
57377,udp,sv_P9
60669,icmp,sv_P12
58095,icmp,sv_P5
43578,tcp,service
7782,udp,sv_P15
25940,icmp,service
42786,icmp,sv_P2
23648,icmp,sv_P20
60579,tcp,sv_P16
8078,tcp,service
18799,udp,sv_P20
30697,icmp,sv_P5
11129,tcp,sv_P15
14716,icmp,sv_P10
60677,udp,sv_P3
21234,udp,sv_P13
25496,icmp,sv_P15
46785,udp,sv_P14
33529,tcp,sv_P3
51880,udp,sv_P3
50110,icmp,sv_P20
13346,icmp,sv_P3
23768,icmp,sv_P5
63514,udp,sv_P4
45272,icmp,sv_P16
54677,tcp,sv_P3
14687,udp,sv_P10
16183,tcp,sv_P11
7660,tcp,sv_P17
23089,tcp,sv_P10
23222,tcp,sv_P14
45559,udp,sv_P18
23354,udp,sv_P9
62680,tcp,sv_P4
20857,udp,sv_P7
12047,tcp,sv_P19
61685,udp,sv_P7
45074,icmp,sv_P6
11597,udp,sv_P11
27869,tcp,sv_P16
4226,tcp,sv_P20
42026,tcp,service
61067,udp,sv_P10
21029,icmp,sv_P19
34210,tcp,sv_P5
2368,tcp,sv_P2
23287,udp,sv_P15
23242,icmp,service
10798,icmp,email
25465,udp,sv_P15
46080,udp,sv_P19
17802,tcp,sv_P12
8471,tcp,sv_P9
26799,udp,sv_P9
39463,tcp,sv_P16
12822,tcp,sv_P7
27095,icmp,sv_P15
20355,udp,sv_P19
53602,tcp,sv_P3
48641,icmp,sv_P9
2127,tcp,sv_P17
16911,icmp,sv_P7
14593,icmp,sv_P14
19963,tcp,sv_P1
26898,udp,sv_P6
7359,udp,sv_P7
6609,udp,sv_P19
7041,tcp,sv_P7
64226,icmp,sv_P17
48562,udp,sv_P19
32559,icmp,sv_P4
50027,tcp,sv_P4
41015,icmp,email
35997,tcp,sv_P9
62432,udp,sv_P20
57271,tcp,sv_P2
59631,tcp,sv_P11
50225,udp,web
50157,tcp,service
43509,tcp,sv_P11
4027,udp,sv_P2
63186,tcp,sv_P2
14971,udp,sv_P16
36633,icmp,sv_P9
59236,icmp,sv_P11
62801,udp,sv_P11
47595,icmp,sv_P9
27894,icmp,sv_P9
21577,tcp,sv_P2
59631,tcp,web
6580,tcp,sv_P14
47961,icmp,sv_P13
62969,udp,sv_P7
58418,udp,sv_P1
31292,udp,sv_P11
16363,tcp,email
13363,icmp,sv_P10
13398,icmp,sv_P10
41755,tcp,web
49171,udp,sv_P5
44662,icmp,sv_P17
47198,icmp,sv_P1
58242,tcp,sv_P20
60895,udp,sv_P17
59048,tcp,sv_P7
30781,icmp,sv_P8
33197,icmp,sv_P12
11441,udp,email
53616,icmp,sv_P7
25529,icmp,sv_P6
1742,udp,web
4337,udp,sv_P16
41284,icmp,sv_P20
50462,tcp,sv_P11
19827,icmp,sv_P14
2213,icmp,sv_P5
44750,tcp,sv_P10
36909,icmp,sv_P12
21543,tcp,sv_P18
43028,udp,sv_P7
11997,icmp,sv_P15
17445,icmp,sv_P17
711,udp,sv_P12
38972,udp,sv_P19
38286,icmp,sv_P4
58203,udp,sv_P12
34243,icmp,sv_P20
51270,tcp,email
45364,icmp,sv_P17
30887,udp,sv_P15
7262,icmp,sv_P11
21300,tcp,email
25792,icmp,sv_P5
1179,udp,service
28238,udp,sv_P4
64371,udp,sv_P16
29667,udp,sv_P12
64514,tcp,sv_P10
65068,udp,sv_P3
41495,udp,sv_P17
23561,udp,sv_P2
59443,icmp,sv_P1
3489,udp,sv_P17
52317,tcp,sv_P16
7131,icmp,sv_P8
55305,tcp,sv_P1
52621,udp,sv_P17
9088,udp,sv_P14
25946,tcp,sv_P17
8387,tcp,sv_P6
10069,tcp,sv_P15
32803,udp,sv_P19
18547,udp,sv_P12
24747,icmp,email
62868,tcp,sv_P8
39358,icmp,sv_P6
52932,tcp,email
14795,tcp,sv_P13
7116,icmp,sv_P10
4255,udp,sv_P17
10018,udp,sv_P12
60534,udp,sv_P1
34021,udp,web
50942,udp,sv_P14
59941,tcp,sv_P10
41580,icmp,sv_P8
35902,udp,sv_P10
8277,udp,service
48055,tcp,sv_P12
17752,tcp,sv_P15
24458,udp,sv_P17
26970,tcp,sv_P18
60104,icmp,sv_P1
6104,udp,sv_P14
18564,udp,email
40419,udp,sv_P14
39337,udp,sv_P14
38641,tcp,sv_P17
5367,tcp,sv_P20
41711,tcp,sv_P4
11880,icmp,sv_P11
42882,udp,sv_P17
20849,icmp,sv_P10
24414,udp,sv_P10
20219,udp,service
32108,udp,sv_P13
51766,icmp,sv_P2
45314,udp,sv_P4
303,udp,sv_P2
26220,udp,sv_P4
20160,tcp,sv_P18
33556,tcp,sv_P17
19855,icmp,sv_P17
12843,icmp,service
55119,udp,sv_P19
40847,icmp,web
62422,tcp,sv_P8
12262,icmp,sv_P10
52274,udp,sv_P10
47425,icmp,sv_P2
41158,tcp,sv_P11
59427,udp,sv_P17
1805,udp,sv_P11
25037,tcp,sv_P16
52228,icmp,sv_P6
37668,icmp,sv_P12
14155,icmp,sv_P10
16717,icmp,email
42157,tcp,sv_P16
33941,icmp,sv_P19
59125,tcp,sv_P3
7046,icmp,sv_P2
43916,tcp,sv_P13
14919,udp,sv_P19
46001,icmp,sv_P3
25622,icmp,sv_P13
27544,udp,sv_P4
46943,udp,sv_P18
31704,tcp,sv_P14
56554,udp,sv_P20
24020,udp,web
4268,icmp,sv_P3
15383,udp,sv_P7
59714,icmp,sv_P3
5395,udp,sv_P7
48363,icmp,sv_P14
33157,icmp,sv_P9
39229,icmp,sv_P11
50502,udp,sv_P8
1550,icmp,sv_P7
29992,udp,sv_P12
25798,udp,sv_P16
45032,tcp,sv_P8
151,icmp,sv_P8
9052,udp,web
26727,udp,sv_P7
39382,icmp,sv_P2
65156,udp,sv_P7
15133,udp,sv_P20
29459,tcp,sv_P15
3472,udp,email
46917,tcp,sv_P16
33464,tcp,sv_P12
37834,tcp,sv_P8
22174,icmp,sv_P12
9379,tcp,sv_P9
15111,tcp,sv_P12
1549,udp,sv_P12
46536,tcp,sv_P17
29643,icmp,sv_P14
47041,udp,sv_P6
13472,udp,sv_P16
4239,tcp,sv_P2
10085,tcp,sv_P9
52829,icmp,service
59210,icmp,sv_P8
58211,tcp,sv_P15
19199,icmp,sv_P18
50463,tcp,sv_P1
17027,udp,sv_P12
59134,tcp,sv_P16
52689,icmp,sv_P13
11265,icmp,sv_P10
50234,icmp,email
49952,udp,sv_P7
20899,icmp,service
52771,udp,service
53770,udp,sv_P7
43679,udp,sv_P1
35265,icmp,sv_P17
7180,icmp,sv_P19
29437,icmp,sv_P5
34134,tcp,sv_P6
23349,udp,sv_P18
38178,icmp,sv_P8
10723,icmp,sv_P20
7562,tcp,sv_P14
7212,tcp,sv_P1
32490,icmp,sv_P1
25339,udp,sv_P16
14033,icmp,service
56608,tcp,sv_P10
53024,udp,email
38680,icmp,sv_P19
48212,icmp,sv_P11
14892,tcp,sv_P6
52172,icmp,sv_P15
6585,tcp,sv_P17
34962,icmp,sv_P20
57166,tcp,sv_P4
45412,tcp,sv_P8
26138,tcp,email
60838,tcp,sv_P9
60691,udp,sv_P5
18591,udp,sv_P17
24011,icmp,sv_P12
20791,icmp,sv_P11
34380,udp,sv_P4
31322,tcp,email
62167,udp,sv_P12
55440,udp,sv_P10
17572,icmp,sv_P20
10647,tcp,web
40743,udp,sv_P4
62206,udp,sv_P10
61277,tcp,sv_P15
21639,icmp,sv_P17
44792,udp,sv_P2
46723,tcp,sv_P8
35474,tcp,sv_P12
46700,udp,sv_P2
46558,tcp,sv_P1
50141,icmp,sv_P5
4557,udp,sv_P6
12844,icmp,sv_P8
25505,udp,sv_P20
46248,udp,sv_P2
16069,tcp,sv_P12
53400,udp,sv_P2
40106,udp,sv_P15
46441,tcp,sv_P11
52122,icmp,sv_P5
15077,udp,email
4872,tcp,sv_P7
24572,udp,sv_P8
16401,udp,sv_P16
28808,icmp,sv_P15
50191,tcp,sv_P6
1942,icmp,sv_P14
40907,icmp,email
62646,tcp,sv_P3
37837,tcp,web
37187,icmp,sv_P12
5562,udp,sv_P6
38950,udp,sv_P10
50091,udp,sv_P16
57538,udp,email
25830,tcp,sv_P7
12653,icmp,web
36523,icmp,sv_P15
32267,udp,sv_P1
29687,tcp,sv_P2
4640,icmp,sv_P11
13385,tcp,sv_P13
57275,icmp,sv_P19
62386,tcp,sv_P1
13867,udp,email
30413,icmp,service
13875,udp,email
6018,tcp,sv_P14
14775,udp,sv_P11
651,tcp,sv_P6
27243,tcp,sv_P5
14592,udp,sv_P20
11970,udp,sv_P4
41817,icmp,sv_P10
744,icmp,sv_P6
5319,udp,sv_P17
38078,icmp,sv_P3
